unit_id	target_sha	dependency_identity	file/path	function-or-code-path	review_lens	hypothesis/category	concrete_evidence	disposition	type
A3-128	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14TrackDirectOnly	lifetime	direct fallback lacks release tracking	registry entry owns device ref and texture identity	PASS	new coverage
A3-129	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14CreateCpuShadow/levels	bounds	>32 mip mask overflows	rejects levels 0 or >32	FALSIFIED	falsification
A3-130	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14CreateCpuShadow/budget	resource-lifetime	allocation ignores global budget	prechecks estimate/current before CreateTexture	PASS	cross-trace
A3-131	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureReleaseDestR14	lifetime	registry erased before final COM release	erases only when trampoline returns zero	FALSIFIED	falsification
A3-132	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureReleaseDestR14/internal	lifetime	shadow internal release erases GPU entry	internal depth suppresses erase	PASS	cross-trace
A3-133	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureGetSurfaceLevelDestR14/borrow	coherency	mere borrow retires shadow	hooks observed mutators and retains shadow	FALSIFIED	falsification
A3-134	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureGetSurfaceLevelDestR14/untracked-alias	coherency	unobserved alias escapes	retire shadow or fail returned surface	PASS	cross-trace
A3-135	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureGenerateMipSubLevelsDestR14	coherency	mip generation invisible	marks external write outside internal upload	PASS	new coverage
A3-136	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureAddDirtyRectDestR14	coherency	shadow path depends on unmanaged dirty propagation	returns D3D_OK because unlock uploads explicitly	FALSIFIED	falsification
A3-137	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	UpdateSurfaceDestR14	coherency	destination texture write not invalidated	GetContainer maps destination and retires shadow	PASS	cross-trace
A3-138	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	UpdateTextureDestR14	coherency	base texture write bypasses invalidation	QI destination texture then marks write	PASS	cross-trace
A3-139	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14MarkSurfaceExternalWrite	ownership	container ref leaks	texture released after mark	FALSIFIED	falsification
A3-140	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	SurfaceLockRectDestR14/read-only	coherency	read-only surface lock retires shadow	write mark only when READONLY absent	PASS	new coverage
A3-141	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	SurfaceGetDCDestR14	coherency	GetDC mutation unobserved	success marks external write	PASS	cross-trace
A3-142	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14EnsureSurfaceHooks/idempotence	ownership	hooks on wrong vtable claimed	compares stored targets with current vtable	FALSIFIED	falsification
A3-143	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14EnsureSurfaceHooks/transaction	error-recovery	one hook enabled alone	failure clears both hooks and targets	PASS	cross-trace
A3-144	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	StretchRectDestR14	coherency	GPU destination write keeps stale shadow	success marks destination external write	FALSIFIED	falsification
A3-145	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	ColorFillDestR14	coherency	ColorFill not observed	success marks surface external write	PASS	cross-trace
A3-146	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	InstallManagedResourceCompatR14	ownership	device identity adopted before lower install	adopts only when lower install succeeded	FALSIFIED	falsification
A3-147	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14EnsureResourceHooks/vtable	ownership	replacement device reuses old coverage	checks all texture/device targets	PASS	cross-trace
A3-148	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14EnsureResourceHooks/transaction	error-recovery	partial eight-hook set remains	failure clears all eight hooks and targets	FALSIFIED	falsification
A3-149	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	CreateTextureCompatDestR14/gate	control-flow	non-managed texture shadowed	requires MANAGED+success+compat	PASS	new coverage
A3-150	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	CreateTextureCompatDestR14/shadow-success	ownership	caller releases registry-owned shadow	returns after R14Track ownership transfer	FALSIFIED	falsification
A3-151	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	CreateTextureCompatDestR14/direct-only	fallback	shadow allocation failure always fails texture	tracked DirectOnly preserves narrow successful GPU texture case	PASS	cross-trace
A3-152	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	CreateTextureCompatDestR14/hard-fail	ownership	untracked texture escapes	failed coverage releases texture and nulls output	FALSIFIED	falsification
A3-153	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14SanitizeLockFlags	coherency	shadow receives GPU discard/nooverwrite flags	strips DISCARD/NOOVERWRITE/NO_DIRTY_UPDATE	PASS	new coverage
A3-154	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/direct-only	fallback	direct-only accidentally locks null CPU shadow	mode gate falls through to R13 trampoline	FALSIFIED	falsification
A3-155	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/retire-pending	coherency	new lock enters retiring shadow	locked retire rejects; unlocked detaches before direct fallback	PASS	cross-trace
A3-156	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/valid-mask	coherency	invalid mip shadow reused	invalid bit retires then direct path	FALSIFIED	falsification
A3-157	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/read-only	state	read-only lock dirties shadow	sets readOnly bit without dirty bit	PASS	new coverage
A3-158	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/write	state	write lock omitted dirty bit	clears readOnly and sets dirty	PASS	new coverage
A3-159	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/rect	state	partial lock rectangle lost	stores per-level rect+valid	FALSIFIED	falsification
A3-160	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureLockRectR14/shadow-failure	coherency	failed shadow lock mixes paths while another mip locked	retirePending and refuses direct fallback until locks drain	PASS	cross-trace
A3-161	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14CopyWholeLevelByLock/source	ownership	CPU source remains locked on GPU lock failure	source unlock executed after destination attempt	FALSIFIED	falsification
A3-162	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14CopyWholeLevelByLock/discard	coherency	multi-mip GPU level uses DISCARD	DISCARD only when texture level count <=1	PASS	new coverage
A3-163	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14CopyWholeLevelByLock/pitch	bounds	copy overruns narrower pitch	rowBytes=min(abs source,destination pitch)	FALSIFIED	falsification
A3-164	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14CopyWholeLevelByLock/DXT-rows	bounds	compressed copy uses pixel rows	uses ceil(height/4)	PASS	new coverage
A3-165	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14UploadLevel/partial	coherency	partial upload destination offset wrong	point uses rect left/top	PASS	cross-trace
A3-166	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14UploadLevel/fallback	coherency	R14 whole-level fallback can overwrite unrelated partial texels	R14 falls back whole level after UpdateSurface failure	READY	revalidation
A3-167	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15UploadLevel/partial-fail-close	coherency	R15 repeats R14 partial overwrite	whole-level fallback only when lockRectValid is false	FALSIFIED	falsification
A3-168	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15UploadLevel/whole-fallback	coherency	whole lock cannot safely copy whole mip	whole lock owns every texel so R14 fallback retained	PASS	cross-trace
A3-169	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureUnlockRectR14/untracked	control-flow	untracked unlock consumed by shadow layer	falls through R13	PASS	new coverage
A3-170	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureUnlockRectR14/external-write	coherency	overlapping GPU write gets overwritten	returns INVALIDCALL and retires instead of upload	FALSIFIED	falsification
A3-171	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureUnlockRectR14/upload-fail	coherency	failed upload leaves shadow valid	clears valid bit and sets retirePending	PASS	cross-trace
A3-172	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	TextureUnlockRectR14/final-retire	lifetime	retirePending shadow leaks after last unlock	detaches when lockedMask reaches zero	FALSIFIED	falsification
A3-173	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	R14RollbackHooks	ownership	failed overlay leaves four chain hooks	clears install/create/lock/unlock hooks	PASS	new coverage
A3-174	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	VRD3D9ExUpgradeR14Hook/apply	creation	R14 arms without R13 installer	requires R13InstallCompatHook	FALSIFIED	falsification
A3-175	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	57ba4400:r14	src/vr/d3d9/ex_device_upgrade_r14.cpp	VRD3D9ExUpgradeR14Hook/hook-enable	ownership	partial overlay survives enable failure	transaction rollback on any failure	PASS	cross-trace
A3-176	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline/stateblock	state	reset baseline excludes broad state	captures D3DSBT_ALL	PASS	new coverage
A3-177	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline/transforms	state	world/view/projection omitted	captures all three plus 8 texture transforms	FALSIFIED	falsification
A3-178	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline/material	state	material omitted	GetMaterial required for success	PASS	new coverage
A3-179	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline/optional	state	optional clip/palette failure aborts promotion	validity bits record optional support	FALSIFIED	falsification
A3-180	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15CaptureClassicExtraBaseline/replace	lifetime	old stateblock leaks	old block released under mutex before replacement	PASS	cross-trace
A3-181	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15PixelFloatConstantCount	state	PS constant count fixed incorrectly	major-based 224/32/8/0	PASS	new coverage
A3-182	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15ZeroClassicShaderConstants/caps	error-recovery	caps failure still writes guessed ranges	returns false on GetDeviceCaps failure	FALSIFIED	falsification
A3-183	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15ZeroClassicShaderConstants/vertex	state	vertex constants survive Reset	zeros bounded float and v2+ int/bool constants	PASS	cross-trace
A3-184	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15ZeroClassicShaderConstants/pixel	state	pixel constants survive Reset	zeros version-bounded float/int/bool constants	PASS	cross-trace
A3-185	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15RestoreClassicAllState/ref	lifetime	state block released while applying	AddRef under mutex then Apply/Release	FALSIFIED	falsification
A3-186	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15RestoreClassicExtraBaseline/ready	state	uninitialized baseline replayed	requires ready under mutex	PASS	new coverage
A3-187	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15RestoreClassicExtraBaseline/failure	state	one rejected state still reports healthy	aggregates all required failures	FALSIFIED	falsification
A3-188	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	InstallManagedResourceCompatR15/capture-fail	ownership	failed baseline leaves Ex hooks active	clears compat hooks/stateblock/baseline and returns false	PASS	cross-trace
A3-189	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	InstallManagedResourceCompatR15/reset-handoff	ownership	legacy and stereo Reset owners overlap	DisarmLegacyResetHook before synchronous stereo install	FALSIFIED	falsification
A3-190	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	InstallManagedResourceCompatR15/stereo-fail	ownership	failed stereo handoff exposes Ex device	clears final-ready/compat and returns false	PASS	cross-trace
A3-191	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	TextureUnlockRectR15/upload	coherency	R15 still calls unsafe R14 upload	calls R15UploadLevel for writable shadow	FALSIFIED	falsification
A3-192	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	TextureUnlockRectR15/failure-retire	lifetime	failed partial upload leaves stale shadow	invalidates bit and retires when locks drain	PASS	cross-trace
A3-193	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15InvalidateGeneratedMipShadows/level0	coherency	mip generation invalidates coherent level0	valid/dirty masks retain bit0	FALSIFIED	falsification
A3-194	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	R15InvalidateGeneratedMipShadows/concurrent	coherency	mip generation overlaps lock then uploads stale data	marks externalWriteDuringLock+retirePending	PASS	cross-trace
A3-195	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	TextureGenerateMipSubLevelsDestR15	control-flow	R14 whole-shadow retirement still runs	bypasses R14 dest and invokes underlying trampoline	FALSIFIED	falsification
A3-196	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	ResetCompatDeviceR15/preblock	state	stereo renders during Reset replay	sets external safety block before lower Reset	PASS	cross-trace
A3-197	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	ResetCompatDeviceR15/failed-reset	state	failed Reset clears safety block	returns with block retained	FALSIFIED	falsification
A3-198	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	ResetCompatDeviceR15/triple-replay	state	one replay result masks another	healthy requires core+allState+extra	PASS	cross-trace
A3-199	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	VRD3D9ExUpgradeR15Hook/transaction	ownership	partial final overlay becomes ready	ready false before install; rollback on any hook failure	FALSIFIED	falsification
A3-200	73f3b59ba21f4ecd2b18fb99bbed937b90fa32f0	5dc13cf1:r15	src/vr/d3d9/ex_device_upgrade_r15.cpp	LastResetStateReplaySucceeded	state	reader sees stale health	acquire-load pairs release stores	PASS	cross-trace
