unit_id	source	target	evidence	regression	disposition
B11-021	B10-021	5cd00a69	B10-021 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-022	B10-022	5cd00a69	B10-022 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-023	B10-023	5cd00a69	B10-023 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-024	B10-024	5cd00a69	B10-024 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-025	B10-025	5cd00a69	B10-025 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-026	B10-026	5cd00a69	B10-026 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-027	B10-027	5cd00a69	B10-027 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-028	B10-028	5cd00a69	B10-028 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-029	B10-029	5cd00a69	B10-029 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-030	B10-030	5cd00a69	B10-030 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-031	B10-031	5cd00a69	B10-031 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-032	B10-032	5cd00a69	B10-032 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-033	B10-033	5cd00a69	B10-033 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-034	B10-034	5cd00a69	B10-034 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-035	B10-035	5cd00a69	B10-035 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-036	B10-036	5cd00a69	B10-036 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-037	B10-037	5cd00a69	B10-037 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-038	B10-038	5cd00a69	B10-038 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-039	B10-039	5cd00a69	B10-039 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-040	B10-040	5cd00a69	B10-040 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-041	B10-041	5cd00a69	B10-041 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-042	B10-042	5cd00a69	B10-042 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-043	B10-043	5cd00a69	B10-043 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-044	B10-044	5cd00a69	B10-044 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-045	B10-045	5cd00a69	B10-045 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-046	B10-046	5cd00a69	B10-046 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-047	B10-047	5cd00a69	B10-047 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-048	B10-048	5cd00a69	B10-048 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-049	B10-049	5cd00a69	B10-049 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-050	B10-050	5cd00a69	B10-050 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-051	B10-051	5cd00a69	B10-051 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-052	B10-052	5cd00a69	B10-052 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-053	B10-053	5cd00a69	B10-053 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-054	B10-054	5cd00a69	B10-054 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-055	B10-055	5cd00a69	B10-055 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-056	B10-056	5cd00a69	B10-056 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-057	B10-057	5cd00a69	B10-057 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-058	B10-058	5cd00a69	B10-058 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-059	B10-059	5cd00a69	B10-059 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-060	B10-060	5cd00a69	B10-060 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-061	B10-061	5cd00a69	B10-061 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-062	B10-062	5cd00a69	B10-062 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-063	B10-063	5cd00a69	B10-063 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-064	B10-064	5cd00a69	B10-064 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-065	B10-065	5cd00a69	B10-065 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-066	B10-066	5cd00a69	B10-066 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-067	B10-067	5cd00a69	B10-067 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-068	B10-068	5cd00a69	B10-068 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-069	B10-069	5cd00a69	B10-069 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-070	B10-070	5cd00a69	B10-070 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-071	B10-071	5cd00a69	B10-071 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-072	B10-072	5cd00a69	B10-072 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-073	B10-073	5cd00a69	B10-073 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-074	B10-074	5cd00a69	B10-074 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-075	B10-075	5cd00a69	B10-075 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-076	B10-076	5cd00a69	B10-076 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-077	B10-077	5cd00a69	B10-077 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-078	B10-078	5cd00a69	B10-078 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-079	B10-079	5cd00a69	B10-079 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-080	B10-080	5cd00a69	B10-080 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-081	B10-081	5cd00a69	B10-081 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-082	B10-082	5cd00a69	B10-082 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-083	B10-083	5cd00a69	B10-083 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-084	B10-084	5cd00a69	B10-084 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-085	B10-085	5cd00a69	B10-085 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-086	B10-086	5cd00a69	B10-086 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-087	B10-087	5cd00a69	B10-087 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-088	B10-088	5cd00a69	B10-088 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-089	B10-089	5cd00a69	B10-089 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-090	B10-090	5cd00a69	B10-090 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-091	B10-091	5cd00a69	B10-091 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-092	B10-092	5cd00a69	B10-092 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-093	B10-093	5cd00a69	B10-093 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-094	B10-094	5cd00a69	B10-094 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-095	B10-095	5cd00a69	B10-095 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-096	B10-096	5cd00a69	B10-096 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-097	B10-097	5cd00a69	B10-097 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-098	B10-098	5cd00a69	B10-098 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-099	B10-099	5cd00a69	B10-099 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-100	B10-100	5cd00a69	B10-100 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-101	B10-101	5cd00a69	B10-101 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-102	B10-102	5cd00a69	B10-102 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-103	B10-103	5cd00a69	B10-103 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-104	B10-104	5cd00a69	B10-104 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-105	B10-105	5cd00a69	B10-105 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-106	B10-106	5cd00a69	B10-106 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-107	B10-107	5cd00a69	B10-107 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-108	B10-108	5cd00a69	B10-108 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-109	B10-109	5cd00a69	B10-109 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-110	B10-110	5cd00a69	B10-110 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-111	B10-111	5cd00a69	B10-111 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-112	B10-112	5cd00a69	B10-112 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-113	B10-113	5cd00a69	B10-113 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-114	B10-114	5cd00a69	B10-114 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-115	B10-115	5cd00a69	B10-115 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-116	B10-116	5cd00a69	B10-116 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-117	B10-117	5cd00a69	B10-117 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-118	B10-118	5cd00a69	B10-118 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-119	B10-119	5cd00a69	B10-119 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-120	B10-120	5cd00a69	B10-120 identity revalidated; candidate only touches FixZBufferPrecision hunk	VR-STARTUP-WHITE-001	CARRIED_IDENTITY_VALIDATED
B11-121	candidate-diff	FixZBufferPrecision::CalcCameraMatrix_dest	exact diff adds RuntimeEligibility include and replaces VREnabled gate with VRPositionalTracking+VRStereo+MayInjectStereo	VR-STARTUP-WHITE-001	PASS_INTENT
B11-122	candidate-diff	src/hooks_graphics.cpp	ahead 1 behind 0; only file changed +4/-1; no unrelated rendering hunks	VR-STARTUP-WHITE-001	PASS_DIFF_SANITY
B11-123	falsification	mono-mode	VRStereo=false prevents VRNearPlane override, preserving ordinary precision path	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-124	falsification	3DoF-mode	VRPositionalTracking=false prevents VRNearPlane override even if stereo is enabled	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-125	falsification	stale-host	MayInjectStereo=false suppresses near-plane mutation when host freshness/renderability gate fails	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-126	falsification	recovery-pending	MayInjectStereo=false prevents VRNearPlane during recovery/reset eligibility loss	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-127	falsification	external-safety-block	MayInjectStereo=false prevents near-plane override while external safety block is active	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-128	cross-trace	STATE_GAME	active 6DoF stereo remains eligible for VRNearPlane in gameplay	VR-STARTUP-WHITE-001	PASS_TRACE
B11-129	cross-trace	STATE_GOAL	active 6DoF stereo remains eligible for VRNearPlane in goal rendering	VR-STARTUP-WHITE-001	PASS_TRACE
B11-130	falsification	non-game-mode	mode predicate remains unchanged; menus do not receive VRNearPlane	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-131	cross-trace	RuntimeEligibility::MayInjectStereo	near-plane consumer now shares active-stereo eligibility boundary rather than config-only VREnabled	VR-STARTUP-WHITE-001	PASS_TRACE
B11-132	visual-risk	depth-precision	2D precision fix remains default outside eligible VR; no global znear widening introduced	VR-STARTUP-WHITE-001	PASS_VISUAL_BOUNDARY
B11-133	performance	per-camera-gate	additional eligibility predicate is state-query only; no copy/draw/wait added by diff	VR-STARTUP-WHITE-001	PASS_PERF_SANITY
B11-134	falsification	SkyGlow	candidate does not touch SkyGlowFactor/composite/copy paths	VR-STARTUP-WHITE-001	UNAFFECTED
B11-135	falsification	HUD	candidate does not touch HUD/XYZRHW/stereo-offset paths	VR-STARTUP-WHITE-001	UNAFFECTED
B11-136	falsification	frame-pacing	candidate adds no Present/acquire/wait/release/frame-timing operations	VR-STARTUP-WHITE-001	UNAFFECTED
B11-137	falsification	eye-sizing	candidate changes no eye-resolution/runtime-sizing state	VR-STARTUP-WHITE-001	UNAFFECTED
B11-138	falsification	SBS-monitor	candidate changes no SBS/mirror/desktop presentation path	VR-STARTUP-WHITE-001	UNAFFECTED
B11-139	falsification	direct-GPU-fallback	candidate changes no transport/copy/fallback path	VR-STARTUP-WHITE-001	UNAFFECTED
B11-140	regression-protection	startup-white	hooks_graphics.cpp is registered riskPath; startup regression key reused as EVIDENCE_AUGMENT, not new finding	VR-STARTUP-WHITE-001	EVIDENCE_AUGMENT
B11-141	regression-protection	CreateDevice	candidate does not modify CreateDevice pre-exposure/deferred-resource protection	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-142	regression-protection	Present	candidate does not modify post-successful-Present deferred stereo initialization	VR-STARTUP-WHITE-001	PASS_FALSIFICATION
B11-143	regression-protection	stereo-transport	eligibility consumer changes but transport/shared-frame implementation unchanged; requires deterministic/build gate	VR-STARTUP-WHITE-001	NEED_BUILD_CHECK
B11-144	validation	static	build active DX9Ex game DLL + host and deterministic near-plane eligibility check required before integration	VR-STARTUP-WHITE-001	REQUIRED
B11-145	validation	runtime	Quest3/VDXR logo->menu/game plus gameplay stereo-open remains required for startup-white final DONE	VR-STARTUP-WHITE-001	NEED_HMD_TEST
B11-146	visual-falsification	near-clip-active	eligible 6DoF path must still use configured VRNearPlane; HMD visual check required	VR-STARTUP-WHITE-001	NEED_HMD_TEST
B11-147	visual-falsification	near-clip-inactive	ineligible stereo/mono/menu must retain non-VR znear behavior; deterministic testable	VR-STARTUP-WHITE-001	PASS_STATIC
B11-148	cross-trace	config-to-runtime	removal of VREnabled from local predicate is bounded by VRStereo+MayInjectStereo runtime gate; no config-only activation remains	VR-STARTUP-WHITE-001	PASS_TRACE
B11-149	post-review	candidate-identity	verdict PASS_DOMAIN_REVIEW_NEED_BUILD_HMD_GATE for exact 5cd00a69 on base 206c6c1e	VR-STARTUP-WHITE-001	PASS_WITH_GATES
B11-150	next-action	integration-gate	require C exact-SHA sanity, deterministic near-plane verifier, active DX9Ex build, and preserve startup-white NEED_HMD_TEST	VR-STARTUP-WHITE-001	HANDOFF
