unit_id	target_sha	dependency_identity	file/path	function-or-code-path	review_lens	hypothesis/category	concrete_evidence	disposition	type
B017	f03e5499	stereo_renderer_r29.cpp@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29StereoInstallThread	wrapper	activates early	requires R26 and renderer R29 Ready	FALSIFIED	cross-trace
B018	f03e5499	stereo_renderer_r33.cpp@prehost	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld	state restore	right pass leaks WVP/RT	left rollback and explicit right restore exist	FALSIFIED	cross-trace
B019	f03e5499	stereo_renderer_r33.cpp@prehost	src/vr/d3d9/stereo_renderer_r33.cpp	R33GetWriteFlags	depth	ignores StateBlock uncertainty	unreliable tracking forces live checks	FALSIFIED	new coverage
B020	f03e5499	stereo_renderer_r33.cpp@prehost	src/vr/d3d9/stereo_renderer_r33.cpp	SetRenderStateDestR33	depth cache	recording mutates authority	recording invalidates cache	FALSIFIED	falsification
B021	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30MergeValidRange	XYZRHW shadow	range gaps merge incorrectly	overlap/adjacent ranges merge by begin/end ordering	FALSIFIED	new coverage
B022	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30RangeValid	XYZRHW shadow	partial bytes accepted	requires one range covering full begin..end	FALSIFIED	falsification
B023	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30EnsureVertexShadow	buffer lifetime	oversize shadow accepted	desc size capped at 16 MiB	FALSIFIED	new coverage
B024	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30EnsureIndexShadow	index format	unknown index format accepted	only INDEX16/INDEX32 accepted	FALSIFIED	falsification
B025	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30BeginObservedLock	buffer shadow	DISCARD preserves stale bytes	DISCARD clears valid ranges	FALSIFIED	falsification
B026	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30FinishObservedLock	buffer shadow	failed write stays valid	failed unlock/write clears validity	FALSIFIED	falsification
B027	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30CopyVertexShadow	fallback	unobserved VB consumed	missing full valid range fails open	FALSIFIED	new coverage
B028	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30CopyIndexShadow	fallback	unobserved IB consumed	missing full valid range returns false	FALSIFIED	new coverage
B029	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30VertexBufferUnlockDest	lifetime	copies after pointer invalid	copies before forwarding Unlock	FALSIFIED	falsification
B030	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30VertexBufferReleaseDest	lifetime	registry leaks released VB	refs==0 erases entry	FALSIFIED	new coverage
B031	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30IndexBufferUnlockDest	lifetime	failed unlock keeps bytes	failure clears valid ranges	FALSIFIED	falsification
B032	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30IndexBufferReleaseDest	lifetime	registry leaks IB	refs==0 erases entry	FALSIFIED	new coverage
B033	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30EnsureVertexBufferHooks	hook chain	Lock without Unlock hook	requires Lock+Unlock+Release hooks	FALSIFIED	cross-trace
B034	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30EnsureIndexBufferHooks	hook chain	IB lifecycle incomplete	requires Lock+Unlock+Release hooks	FALSIFIED	cross-trace
B035	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30CreateVertexBufferDest	lazy shadow	new VB untracked	success installs hooks and shadow	FALSIFIED	new coverage
B036	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30CreateIndexBufferDest	lazy shadow	new IB untracked	success installs hooks and shadow	FALSIFIED	new coverage
B037	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30RollbackBufferShadowHooks	teardown	registry cleared before unhook	entry points unhooked before maps cleared	FALSIFIED	falsification
B038	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ReleaseSkyGlowResources	SkyGlow	reset leaks eye textures	both reduced/temp eyes and shaders released	FALSIFIED	new coverage
B039	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30CompilePixelShader	SkyGlow	failed compile leaves blobs	errors/bytecode released on failure	FALSIFIED	falsification
B040	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30EnsureSkyGlowResources	SkyGlow sizing	factor uses monitor size	uses BackBufferDesc eye dimensions and clamps factor	FALSIFIED	new coverage
B041	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30DrawSkyGlowPass/RT	state restore	pass keeps prior RT	pass intentionally rebinds target; caller stateblock restores	FALSIFIED	cross-trace
B042	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30DrawSkyGlowPass/depth	SkyGlow	post effect depth-tests	sets depth surface null and Z disabled	FALSIFIED	new coverage
B043	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30DrawSkyGlowPass/blend	SkyGlow	composite overwrites eye	additive uses ONE/ONE/ADD and RGB write	FALSIFIED	new coverage
B044	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30CaptureSkyGlowSceneBeforeHud	HUD exclusion	glow captures HUD	capture is explicitly before HUD and gated once per PresentEpoch	FALSIFIED	cross-trace
B045	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/gates	fallback	glow runs on incomplete stereo	requires world stereo, duplicated draw, no right failure/incomplete	FALSIFIED	falsification
B046	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/stateblock	state restore	post process leaks pipeline	D3DSBT_ALL captured and applied	FALSIFIED	cross-trace
B047	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/explicit-restore	state restore	stateblock may override bindings	after Apply RT/depth/viewport explicitly restored	FALSIFIED	falsification
B048	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/horizontal	SkyGlow source	horizontal output selected	blur writes temp->reduced but compositeSource initialized temp	CONFIRMED WRONG SOURCE	new coverage
B049	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/vertical	SkyGlow ping-pong	vertical output selected	vertical writes reduced->temp but code switches compositeSource to reduced	CONFIRMED WRONG SOURCE	cross-trace
B050	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/factor1	SkyGlow factor=1	factor1 composites blur result	effectiveTwoStep false yet compositeSource=temp which is pre-horizontal source	READY DX9EX-SKYGLOW-001	falsification
B051	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow/twostep	SkyGlow two-step	two-step composites vertical output	vertical target temp but source set reduced	READY DX9EX-SKYGLOW-001	falsification
B052	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	R30MaybeLogTelemetry	diagnostics	telemetry always costs log	returns immediately when VRTelemetry false	FALSIFIED	new coverage
B053	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31FinalizePerfFrame	telemetry	per-frame logging	aggregates and logs on 5s window only when enabled	FALSIFIED	new coverage
B054	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31ObserveDraw	classification	internal stereo counted	InternalStereoPass returns before accounting	FALSIFIED	falsification
B055	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31GetSavedViewport	state restore	shadow always trusted	uses R22 shadow only when Valid else live GetViewport	FALSIFIED	new coverage
B056	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31LiveShaderMatches	shader identity	COM ref leaked	GetVertexShader result released after identity read	FALSIFIED	falsification
B057	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31DiscardUnreliableDrawCaches	StateBlock	unreliable cache reused	invalidates effect, R22 shadow and sample serials	FALSIFIED	cross-trace
B058	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31PrepareEyeTailCache	projection	cache ignores pose	keys poseSequence/worldScale/projection	FALSIFIED	new coverage
B059	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31PrepareEyeTailCache/finite	projection	NaN eye tail accepted	MatrixFinite required for both eyes	FALSIFIED	falsification
B060	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants/verifiedWvp	world stereo	stale generation reused	generation nonzero, not blocked, pose exact	FALSIFIED	cross-trace
B061	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants/shaderEpoch	world stereo	verified WVP crosses shader change	shader identity and serial must equal verified epoch	FALSIFIED	falsification
B062	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants/liveWvp	world stereo	never live validates	unreliable always validates; reliable every 16 candidates	FALSIFIED	new coverage
B063	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants/projection	projection	WVP/projection generations mix	projection generation and pose must match WVP generation/pose	FALSIFIED	cross-trace
B064	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31TryFastWorld/fragile	world classification	fragile alpha enters fast world	fragile classification returns unhandled	FALSIFIED	falsification
B065	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31TryFastWorld/depth	world stereo	unsynced depth still draws right	bootstrap attempted then active unsynced depth rejects	FALSIFIED	cross-trace
B066	73f3b59b	stereo_renderer_r31.cpp@73f3	src/vr/d3d9/stereo_renderer_r31.cpp	R31TryFastWorld/pose	world stereo	mixed pose eyes	latched pose required and frame pose must match	FALSIFIED	falsification
B067	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32ReadEffectSnapshot	classification	partial state accepted	all five GetRenderState calls must succeed	FALSIFIED	new coverage
B068	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32EffectIsFragileLive	classification	live state bypasses policy	feeds snapshot to PassPolicy::ClassifyEffectStereo	FALSIFIED	cross-trace
B069	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32SetWvpBatch	WVP upload	partial c64..67 upload	one SetVertexShaderConstantF call writes full range	FALSIFIED	falsification
B070	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32GetSavedViewport	state restore	unreliable shadow trusted	unreliable tracking uses live GetViewport	FALSIFIED	new coverage
B071	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32RestoreRightPassState	state restore	WVP not restored	restores RT/depth/viewport and optionally original WVP	FALSIFIED	cross-trace
B072	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld/effectKnown	classification	unknown state fails open	unknown snapshot returns unhandled	FALSIFIED	falsification
B073	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld/leftRollback	state restore	failed left WVP leaves eye WVP	rollback to original; rollback failure poisons and arms mono safety	FALSIFIED	cross-trace
B074	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld/rightState	state restore	right RT/depth/viewport failure ignored	HRESULT chain gates subsequent right operations	FALSIFIED	falsification
B075	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld/rightDraw	stereo failure	right draw failure marked complete	sets FrameRightDrawFailed, poisons and arms mono safety	FALSIFIED	cross-trace
B076	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud/screenKind	HUD	perspective world treated HUD	requires R30 screen kind non-None	FALSIFIED	new coverage
B077	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud/unreliableState	HUD	stale shader cache used	unreliable path discards caches and live-checks shader	FALSIFIED	falsification
B078	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud/depthSync	HUD	HUD ignores depth sync	bootstrap then active unsynced depth/stencil rejects	FALSIFIED	cross-trace
B079	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud/pose	HUD	left/right HUD uses different pose	latched stereo and frame pose equality required	FALSIFIED	falsification
B080	73f3b59b	stereo_renderer_r32.cpp@73f3	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud/eyeConstants	HUD scale-offset	HUD scale conflates stereo offset	R30 builder returns separate original/eye constants and eye scale/offset	FALSIFIED	cross-trace
B081	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33InvalidateDepthStencilCache	depth cache	stale cache retained	explicitly clears valid flag	FALSIFIED	new coverage
B082	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TrackedDepthHasStencil	stencil	format inferred from unrelated depth	requires tracked identity equals known main depth	FALSIFIED	falsification
B083	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33ReadDepthStencilWriteState/noDepth	depth	no-depth path fails	creates valid no-depth snapshot keyed to generations	FALSIFIED	new coverage
B084	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33ReadDepthStencilWriteState/z	depth	Z read failure keeps cache	failure invalidates cache	FALSIFIED	falsification
B085	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33ReadDepthStencilWriteState/stencil	stencil	partial stencil state accepted	all relevant stencil states required	FALSIFIED	falsification
B086	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33DepthStencilCacheCurrent	StateBlock	cache survives Apply	keys recordings and applies counters plus depth generation	FALSIFIED	cross-trace
B087	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33GetWriteFlags/unreliable	depth	unreliable cache used	falls back to live LeftDrawMayWriteDepth/Stencil	FALSIFIED	falsification
B088	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33GetWriteFlags/depth	depth	ZWRITE alone marks write	requires Z enabled and ZWRITE true	FALSIFIED	new coverage
B089	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33GetWriteFlags/stencil	stencil	KEEP ops mark write	requires nonzero mask and at least one non-KEEP op	FALSIFIED	falsification
B090	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33InvalidateRightForLeftWrite	depth sync	left write doesn't invalidate right	depth/stencil flags independently clear synchronization	FALSIFIED	cross-trace
B091	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	SetRenderStateDestR33/recording	StateBlock	recording updates partial cache	recording invalidates entire cache	FALSIFIED	falsification
B092	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	SetRenderStateDestR33/tracked	depth cache	tracked setter rewrites generation	updates field only; deliberately leaves generations unchanged	FALSIFIED	new coverage
B093	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld/effect	classification	fragile route duplicated	fragile returns unhandled to conservative chain	FALSIFIED	cross-trace
B094	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld/depthBootstrap	world stereo	right depth ignored	bootstrap then active unsynced tests reject	FALSIFIED	falsification
B095	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld/pose	world stereo	pose changes mid-frame accepted	FrameStereoPoseSequence must equal latched pose	FALSIFIED	falsification
B096	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld/writeFlags	depth sync	write intent sampled after left draw	R33GetWriteFlags called before left WVP/draw	FALSIFIED	cross-trace
B097	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld/leftFailure	fallback	left failure still attempts right	left failure restores original WVP and returns after poison	FALSIFIED	falsification
B098	73f3b59b	stereo_renderer_r33.cpp@73f3	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld/rightSetup	state restore	right draw runs after setup failure	each setup step is SUCCEEDED-gated before actualDraw	FALSIFIED	falsification
B099	73f3b59b	VR-HOST-002@integrated	vrhost+ipc+src/vr/d3d9/stereo_renderer_r7.inc	integrated-host-visual-handoff	SBS/fallback	new host safety changes invalidate renderer B001-B020	compare 8cca..73f3 changes r7/ipc/host but not r29-r34 reviewed paths	CARRIED 20; host visual handoff separately post-reviewed PASS_STATIC	cross-trace
B100	73f3b59b	stereo_renderer_r30.cpp@73f3	src/vr/d3d9/stereo_renderer_r30.cpp	SkyGlow ping-pong end-to-end	SkyGlow visual correctness	wrong source is isolated to selection not state restore	state capture/restore is sound but horizontal and vertical composite source each select previous texture	READY DX9EX-SKYGLOW-001; STATICALLY VERIFIED; TEST_LEVEL deterministic+HMD	cross-trace
