unit_id	target_sha	dependency_identity	file/path	function-or-code-path	review_lens	hypothesis/category	concrete_evidence	disposition	type
B122	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30TryScreenSpaceFovDraw	pose	HUD can use newer pose than world	FrameStereoPoseSequence mismatch rejects handling	FALSIFIED	cross-trace
B123	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30TryScreenSpaceFovDraw	left rollback	failed left WVP leaves modified constants	rollback original required; failure poisons and returns E_FAIL	FALSIFIED	falsification
B124	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30TryScreenSpaceFovDraw	right restore	right eye RT/WVP leaks	RestoreRightPassState restores RT/depth/viewport/original WVP	FALSIFIED	cross-trace
B125	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30GuardScreenSpace	double draw	E_NOTIMPL after owned draw triggers R29	owned path returns actual HRESULT; fallback only sentinel from pre-draw rejection	FALSIFIED	falsification
B126	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	PresentDestR30	SkyGlow	postprocess runs incomplete stereo	gates world stereo+duplicated and no right/incomplete failure	FALSIFIED	new coverage
B127	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	ResetDestR30	resource lifetime	default-pool glow survives Reset	releases all glow resources before forwarding Reset	FALSIFIED	cross-trace
B128	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30InstallThread	hook transaction	partial draw hooks remain on enable failure	R30RollbackHooks+buffer rollback on transaction failure	FALSIFIED	falsification
B129	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29StableStereoBase	recovery	hot path bypasses recovery gate	MayInjectStereo/recovery/warmup/hazards all reject and arm safety	FALSIFIED	new coverage
B130	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29DirectTwoEye	zero disparity	shader identity never restored	CAS restores saved identity only if still zero	FALSIFIED	falsification
B131	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29DirectTwoEye	mono backup	later poison restores incomplete mono	R9MonoBackupGap explicitly marks no complete mono history	FALSIFIED	cross-trace
B132	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29GuardStableDraw	fragile world	smoke forced zero disparity	R27 verified-world bypass clears fragile only with proven gate	FALSIFIED	new coverage
B133	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29SyncEffectState	StateBlock	cache permanently stale after Apply	present/64-draw refresh plus upper R31 invalidation coverage	FALSIFIED	cross-trace
B134	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	SetRenderStateDestR29	cache	unrelated state marks cache fresh	default returns before presentEpoch/drawSerial rewrite	FALSIFIED	falsification
B135	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29StereoInstallThread	startup	R29 activates before renderer ready	requires R26 Ready and renderer R29 Ready	FALSIFIED	new coverage
B136	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31PrepareEyeTailCache	pose cache	stale eye tail reused across pose	cache key includes poseSequence/worldScale/projection	FALSIFIED	new coverage
B137	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants	shader epoch	verified WVP reused after shader switch	current shader identity+serial must equal verified epoch	FALSIFIED	falsification
B138	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants	live validation	unreliable StateBlock still samples every 16	not reliable forces live shader and live WVP every candidate	FALSIFIED	cross-trace
B139	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31BuildFastWorldConstants	projection generation	WVP/projection generations can diverge	projectionGeneration must equal verified generation and pose	FALSIFIED	falsification
B140	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31TryFastWorld	fragile effects	fast world ignores effect classifier	fragile returns unhandled before stereo resources	FALSIFIED	new coverage
B141	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31TryFastWorld	pose consistency	mid-frame pose drift accepted	FrameStereoPoseSequence exact-match gate	FALSIFIED	cross-trace
B142	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31StateBlockApplyDestR31	cache invalidation	Apply leaves WVP/effect cache trusted	R31MarkStateBlockCachesDirty on game block Apply	FALSIFIED	falsification
B143	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31EnsureStateBlockApplyHook	alternate vtable	alternate Apply implementation still trusted	target mismatch permanently marks coverage lost/reliable false	FALSIFIED	new coverage
B144	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	BeginStateBlockDestR31	recording	draw cache used during recording	recording flag set and caches dirtied; fast paths reject recording	FALSIFIED	cross-trace
B145	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	EndStateBlockDestR31	failure	failed End leaves reliability true	failed active recording sets coverageLost and reliability false	FALSIFIED	falsification
B146	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31InstallThread	hook race	Begin enabled before End	End explicitly enabled before Begin to avoid unmatched start	FALSIFIED	falsification
B147	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32ReadEffectSnapshot	fail-open	getter failure treated nonfragile	failure returns unknown and warns forced conservative route	FALSIFIED	new coverage
B148	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32SetWvpBatch	WVP upload	partial register update accepted	single SetVertexShaderConstantF c64..c67 HRESULT gates success	FALSIFIED	falsification
B149	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32GetSavedViewport	viewport	unreliable shadow viewport used	unreliable StateBlock path calls live GetViewport	FALSIFIED	cross-trace
B150	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32RestoreRightPassState	right restore	WVP restore omitted	restoreWvp true path batches original constants after RT/depth/viewport	FALSIFIED	falsification
B151	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld	effect state	unreliable cache used	uses live R32EffectIsFragileLive when StateBlock unreliable	FALSIFIED	new coverage
B152	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld	left WVP failure	failed left upload counts owned draw	rollback succeeds then returns unhandled before draw accounting	FALSIFIED	falsification
B153	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryFastWorld	left draw failure	right depth stays synchronized	invalidates via left-write path and poisons frame	FALSIFIED	cross-trace
B154	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud	shader trust	unreliable StateBlock uses cached shader blindly	discards caches and live-compares shader identity	FALSIFIED	falsification
B155	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud	pose	HUD different pose than world	latched pose must match established FrameStereoPoseSequence	FALSIFIED	cross-trace
B156	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33ReadDepthStencilWriteState	no depth	no-depth state queries stencil	no TrackedDepthStencil creates valid no-depth snapshot directly	FALSIFIED	new coverage
B157	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33ReadDepthStencilWriteState	stencil format	stencil getters on non-stencil depth	R33TrackedDepthHasStencil gates stencil reads	FALSIFIED	falsification
B158	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33DepthStencilCacheCurrent	generation	cache survives depth replacement	keys R9MainDepthGeneration plus StateBlock counters	FALSIFIED	cross-trace
B159	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33GetWriteFlags	unreliable state	cache trusted without Apply coverage	falls back live LeftDrawMayWriteDepth/Stencil	FALSIFIED	falsification
B160	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33GetWriteFlags	stencil KEEP	KEEP-only stencil marks write	write requires nonzero mask and non-KEEP front/back op	FALSIFIED	new coverage
B161	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	SetRenderStateDestR33	StateBlock recording	recorded setters mutate live cache	recording invalidates cache and returns	FALSIFIED	cross-trace
B162	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	SetRenderStateDestR33	stale generation	one setter refreshes stale snapshot	generation fields deliberately not rewritten	FALSIFIED	falsification
B163	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld	write sampling	write flags sampled after left draw	R33GetWriteFlags precedes left WVP/draw	FALSIFIED	cross-trace
B164	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld	left failure	write sync remains true	R33InvalidateRightForLeftWrite uses pre-sampled intent	FALSIFIED	falsification
B165	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	R34GuardStereoRasterState	viewport/scissor	final XYZRHW bypasses raster guard	XYZRHW attempted inside guarded lambda after replay scope creation	FALSIFIED	cross-trace
B166	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	R34GuardStereoRasterState	StateBlock	stale shadow captured before pending resync	R31FlushPendingStateBlockResync called before R22ReplayScope	FALSIFIED	falsification
B167	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	R34GuardStereoRasterState	fail closed	invalid replay state aborts draw	calls fail-closed then still executes original draw mono-safe	FALSIFIED	new coverage
B168	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	ResetDestR34	classic device	classic Reset incorrectly blocked	non-compat device clears external block and returns	FALSIFIED	falsification
B169	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	ResetDestR34	ResetEx replay	success HRESULT alone reopens stereo	healthy requires SUCCEEDED and LastResetStateReplaySucceeded	FALSIFIED	cross-trace
B170	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	PresentDestR34	reset block	Present clears external block	force fail-closed both pre and post chained Present	FALSIFIED	falsification
B171	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	R34ForceResetReplayFailClosed	depth sync	reset replay failure leaves right sync valid	both right depth and stencil sync forced false	FALSIFIED	new coverage
B172	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	R34InstallThread	startup health	compat device starts stereo before replay health check	install sync checks LastResetStateReplaySucceeded and external block	FALSIFIED	cross-trace
B173	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30CaptureSkyGlowSceneBeforeHud	capture epoch	one eye capture success marks whole epoch	ok remains conjunction across both eye StretchRect before epoch update	FALSIFIED	falsification
B174	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30EnsureSkyGlowResources	allocation failure	one-eye allocation leaks other resources	failure calls R30ReleaseSkyGlowResources for all eyes/shaders	FALSIFIED	falsification
B175	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow	state capture	missing depth surface treated fatal	D3DERR_NOTFOUND explicitly accepted and nullptr restored	FALSIFIED	new coverage
B176	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow	factor1 source	horizontal blur result selected	code initializes compositeSource=temp although horizontal writes reduced	READY DX9EX-SKYGLOW-001	revalidation
B177	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow	twostep source	vertical blur result selected	vertical writes temp then code selects reduced	READY DX9EX-SKYGLOW-001	revalidation
B178	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30ApplyStereoSkyGlow	restore	stateBlock Apply alone trusted	RT/depth/viewport explicitly restored after Apply	FALSIFIED	cross-trace
B179	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30DrawSkyGlowPass	blend	composite alpha contaminates HUD	additive write mask RGB only; shader alpha zero	FALSIFIED	falsification
B180	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30DrawSkyGlowPass	depth	glow writes/tests game depth	depth surface null and Z disabled before fullscreen pass	FALSIFIED	new coverage
B181	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30HudAspectCompensation	startup	invalid recommended size poisons scale	zero/invalid dimensions skipped then angular fallback	FALSIFIED	falsification
B182	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30BuildScreenSpaceEyeConstants	YES/NO menu	orthographic menu receives per-eye scale mismatch	Hud2D uses common contain scale plus only asymmetric center offset	FALSIFIED	cross-trace
B183	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30BuildScreenSpaceEyeConstants	white 6th/6	HUD gets world IPD transform	Hud2D clip correction does not apply head/eye rigid transform	FALSIFIED	falsification
B184	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30ConfigureXyzrhwWorldEffect	rank billboard	world glyph with coherent RHW demoted HUD	coherent projected depth signature promotes regardless Z disabled	FALSIFIED	cross-trace
B185	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30ConfigureXyzrhwWorldEffect	white score	HUD glyph falsely world due RHW !=1	promotion additionally needs expectedNdcZ≈actualNdcZ on 75% valid samples	FALSIFIED	falsification
B186	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30TransformXyzrhwVertices	smoke head lock	absolute HMD rotation applied twice	eye transform uses identity orientation and eye offset relative common center	FALSIFIED	cross-trace
B187	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30TransformXyzrhwVertices	skids position	common head translation applied twice	relative eye offset only; source camera owns common head motion	FALSIFIED	falsification
B188	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	R30TransformXyzrhwStereo	eye mismatch	left full/right fallback yields rivalry	bilateral fallback forces same policy both eyes	FALSIFIED	cross-trace
B189	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29GuardStableDraw	lens flare	fragile alpha always zero disparity	verified-world bypass can retain spatial world; otherwise conservative zero disparity	FALSIFIED	new coverage
B190	73f3b59b	r29@a897de92	src/vr/d3d9/stereo_renderer_r29.cpp	R29StableStereoBase	aux target	postprocess aux duplicated as eye world	AnyAuxRenderTargetActive rejects stable fast path	FALSIFIED	falsification
B191	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31DiscardUnreliableDrawCaches	fallback	lost StateBlock coverage leaves HUD shadow trusted	invalidates effect/R22 and sample serials when reliability false	FALSIFIED	cross-trace
B192	73f3b59b	r31@94678c9d	src/vr/d3d9/stereo_renderer_r31.cpp	R31EnsureStateBlockApplyHook	lifetime	first Apply hook target changes silently	alternate target marks process coverage lost and disables trust	FALSIFIED	falsification
B193	73f3b59b	r32@focus	src/vr/d3d9/stereo_renderer_r32.cpp	R32TryHud	menu vehicle	perspective 3D vehicle draw classified HUD	R30 classifier only flat perspective when Z off+alpha; ordinary 3D falls through	FALSIFIED	cross-trace
B194	73f3b59b	r33@focus	src/vr/d3d9/stereo_renderer_r33.cpp	R33TryFastWorld	shadow depth	left depth write not reflected in right sync	precomputed mayWrite flags invalidate right on failure and normal sync path handles mirror	FALSIFIED	falsification
B195	73f3b59b	r34@7f14efc1	src/vr/d3d9/stereo_renderer_r34.cpp	R34GuardStereoRasterState	menu raster	mono menu unnecessarily replay guarded	guard requires StereoWanted+backbuffer; safe replay scope preserves viewport/scissor without world promotion	FALSIFIED	new coverage
B196	73f3b59b	r30-r34@focus	src/vr/d3d9/stereo_renderer_r30.cpp	HUD→R32→R34 dispatch	white HUD duplication	XYZRHW first gets classifier; shader HUD gets R32/R30 screen path; final R34 only guards raster	FALSIFIED	cross-trace
B197	73f3b59b	r30-r34@focus	src/vr/d3d9/stereo_renderer_r30.cpp	world effect→R29/R30 dispatch	lens/smoke route	all alpha effects share one route	XYZRHW projected-depth evidence and R29 verified-world bypass provide distinct world gates	FALSIFIED	falsification
B198	73f3b59b	r30-r34@focus	src/vr/d3d9/stereo_renderer_r30.cpp	SkyGlow→Present chain	glow ordering	HUD included before Present glow	first recognized HUD captures pre-HUD eye scenes; Present consumes capture epoch	FALSIFIED	cross-trace
B199	73f3b59b	r30-r34@focus	src/vr/d3d9/stereo_renderer_r34.cpp	Reset→Present→draw	fallback recovery	failed replay can reopen through later Present	R34 external safety block enforced pre/post Present and draw stable gate observes eligibility	FALSIFIED	falsification
B200	73f3b59b	r30@bc7eb2c1	src/vr/d3d9/stereo_renderer_r30.cpp	SkyGlow ping-pong final	visual correctness	current production selects last blur output	factor1 selects pre-horizontal temp; two-step selects pre-vertical reduced; minimal swap remains required	READY DX9EX-SKYGLOW-001; STATICALLY VERIFIED; TEST_LEVEL deterministic+HMD	cross-trace
